image_index,tissue_type,pannuke_total_nuclei,pannuke_neoplastic_nuclei,pannuke_normal_nuclei,pannuke_inflammatory_nuclei,pannuke_connective_nuclei,pannuke_dead_nuclei,pannuke_epithelial_nuclei,cellpose_nuclei,cellpose_minus_pannuke_total,cellpose_to_pannuke_ratio,all_tp_pixels,all_fp_pixels,all_fn_pixels,all_tn_pixels,all_dice,all_iou,all_precision,all_recall,neoplastic_tp_pixels,neoplastic_fp_pixels,neoplastic_fn_pixels,neoplastic_tn_pixels,neoplastic_dice,neoplastic_iou,neoplastic_precision,neoplastic_recall,normal_tp_pixels,normal_fp_pixels,normal_fn_pixels,normal_tn_pixels,normal_dice,normal_iou,normal_precision,normal_recall,inflammatory_tp_pixels,inflammatory_fp_pixels,inflammatory_fn_pixels,inflammatory_tn_pixels,inflammatory_dice,inflammatory_iou,inflammatory_precision,inflammatory_recall,connective_tp_pixels,connective_fp_pixels,connective_fn_pixels,connective_tn_pixels,connective_dice,connective_iou,connective_precision,connective_recall,dead_tp_pixels,dead_fp_pixels,dead_fn_pixels,dead_tn_pixels,dead_dice,dead_iou,dead_precision,dead_recall,epithelial_tp_pixels,epithelial_fp_pixels,epithelial_fn_pixels,epithelial_tn_pixels,epithelial_dice,epithelial_iou,epithelial_precision,epithelial_recall,pred_neoplastic_like,pred_normal_like,pred_mixed,pred_unmatched,adapted_rand_error,adapted_rand_precision,adapted_rand_recall,vi_split,vi_merge,neoplastic_object_recall_iou_0.1,neoplastic_missed_objects_iou_0.1,normal_object_recall_iou_0.1,normal_missed_objects_iou_0.1,inflammatory_object_recall_iou_0.1,inflammatory_missed_objects_iou_0.1,connective_object_recall_iou_0.1,connective_missed_objects_iou_0.1,dead_object_recall_iou_0.1,dead_missed_objects_iou_0.1,epithelial_object_recall_iou_0.1,epithelial_missed_objects_iou_0.1,neoplastic_object_recall_iou_0.25,neoplastic_missed_objects_iou_0.25,normal_object_recall_iou_0.25,normal_missed_objects_iou_0.25,inflammatory_object_recall_iou_0.25,inflammatory_missed_objects_iou_0.25,connective_object_recall_iou_0.25,connective_missed_objects_iou_0.25,dead_object_recall_iou_0.25,dead_missed_objects_iou_0.25,epithelial_object_recall_iou_0.25,epithelial_missed_objects_iou_0.25,neoplastic_object_recall_iou_0.5,neoplastic_missed_objects_iou_0.5,normal_object_recall_iou_0.5,normal_missed_objects_iou_0.5,inflammatory_object_recall_iou_0.5,inflammatory_missed_objects_iou_0.5,connective_object_recall_iou_0.5,connective_missed_objects_iou_0.5,dead_object_recall_iou_0.5,dead_missed_objects_iou_0.5,epithelial_object_recall_iou_0.5,epithelial_missed_objects_iou_0.5,mean_preds_per_gt,mean_gts_per_pred,gt_with_multiple_preds,pred_with_multiple_gts
2126,HeadNeck,9,0,9,1,8,0,0,7,-2,0.7777777777777778,1225,205,692,63414,0.7319988048977234,0.5772855796391269,0.8566433566373662,0.6390193009877986,0,1430,0,64106,0.0,0.0,0.0,0.0,1225,205,692,63414,0.7319988048977234,0.5772855796391269,0.8566433566373662,0.6390193009877986,156,1274,16,64090,0.19475655430590041,0.10788381742663981,0.10909090909014622,0.9069767441333153,1069,361,676,63430,0.6733858267695326,0.507597340928264,0.74755244754722,0.6126074498532229,0,1430,0,64106,0.0,0.0,0.0,0.0,0,1430,0,64106,0.0,0.0,0.0,0.0,0,6,0,1,0.4163083308702713,0.7366445128089941,0.483334693050442,0.04802412976221119,0.11603828940261163,,0,0.6666666666666666,3,1.0,0,0.625,3,,0,,0,,0,0.6666666666666666,3,1.0,0,0.625,3,,0,,0,,0,0.6666666666666666,3,1.0,0,0.625,3,,0,,0,1.0,1.0,0,0
2131,HeadNeck,0,0,0,0,0,0,0,17,17,17.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,946,0,64590,0.0,0.0,0.0,0.0,0,0,0,17,,,,0.16639541911425396,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0
2146,HeadNeck,11,0,11,0,8,0,3,7,-4,0.6363636363636364,2934,68,1928,60606,0.7461851475066809,0.5951318458405779,0.9773484343738263,0.6034553681600093,0,3002,0,62534,0.0,0.0,0.0,0.0,2934,68,1928,60606,0.7461851475066809,0.5951318458405779,0.9773484343738263,0.6034553681600093,0,3002,0,62534,0.0,0.0,0.0,0.0,1333,1669,1623,60911,0.4474655924799472,0.28821621621559307,0.44403730845954686,0.45094722597952996,0,3002,0,62534,0.0,0.0,0.0,0.0,1601,1401,305,62229,0.6524042379774808,0.484124584213837,0.5333111259142794,0.8399790136367263,0,7,0,0,0.4529134700110111,0.7911261031342698,0.41811126901251244,0.04944317227478348,0.27898134080926507,,0,0.6363636363636364,4,,0,0.5,4,,0,1.0,0,,0,0.6363636363636364,4,,0,0.5,4,,0,1.0,0,,0,0.6363636363636364,4,,0,0.5,4,,0,1.0,0,1.0,1.0,0,0
2162,HeadNeck,32,29,3,3,0,0,0,32,0,1.0,11235,1567,2177,50557,0.8571755550465945,0.7500500700976366,0.8775972504289348,0.8376826722331958,10771,2031,2092,50642,0.8393532047532284,0.7231771183021867,0.8413529136065916,0.8373629790866536,464,12338,85,52649,0.06950790202975843,0.03600527663534103,0.03624433682234319,0.8451730418789586,464,12338,85,52649,0.06950790202975843,0.03600527663534103,0.03624433682234319,0.8451730418789586,0,12802,0,52734,0.0,0.0,0.0,0.0,0,12802,0,52734,0.0,0.0,0.0,0.0,0,12802,0,52734,0.0,0.0,0.0,0.0,26,3,0,3,0.3257987176138214,0.8278165690208621,0.5686742173674401,0.3156806489814618,0.37246534881279264,0.896551724137931,3,1.0,0,1.0,0,,0,,0,,0,0.896551724137931,3,1.0,0,1.0,0,,0,,0,,0,0.896551724137931,3,1.0,0,1.0,0,,0,,0,,0,1.0,1.0,0,0
2198,Liver,16,13,3,0,3,0,0,10,-6,0.625,8932,618,2736,53250,0.8419266660378726,0.7270063486889736,0.9352879581142038,0.7655125128550175,8932,618,1984,54002,0.8728623082180822,0.7744061036927566,0.9352879581142038,0.8182484426522368,0,9550,752,55234,0.0,0.0,0.0,0.0,0,9550,0,55986,0.0,0.0,0.0,0.0,0,9550,752,55234,0.0,0.0,0.0,0.0,0,9550,0,55986,0.0,0.0,0.0,0.0,0,9550,0,55986,0.0,0.0,0.0,0.0,10,0,0,0,0.3694736174634419,0.7987911552468274,0.520816721101083,0.17931428523912266,0.46091912563809523,0.7692307692307693,3,0.0,3,,0,0.0,3,,0,,0,0.7692307692307693,3,0.0,3,,0,0.0,3,,0,,0,0.7692307692307693,3,0.0,3,,0,0.0,3,,0,,0,1.0,1.1,0,1
2199,Liver,14,13,1,0,1,0,0,12,-2,0.8571428571428571,10534,1283,2536,51183,0.8465463896810196,0.7339232216256295,0.891427604298137,0.8059678653398576,10525,1292,2017,51702,0.8641569850975557,0.7608067081099025,0.8906659896751369,0.8391803540098555,11,11806,519,53200,0.001781809346398492,0.0008916990920874743,0.0009308623170001431,0.020754716980740478,0,11817,0,53719,0.0,0.0,0.0,0.0,11,11806,519,53200,0.001781809346398492,0.0008916990920874743,0.0009308623170001431,0.020754716980740478,0,11817,0,53719,0.0,0.0,0.0,0.0,0,11817,0,53719,0.0,0.0,0.0,0.0,11,0,0,1,0.23445092741677132,0.8626786366319219,0.688077919882968,0.23764461651174484,0.3894009904373618,0.8461538461538461,2,0.0,1,,0,0.0,1,,0,,0,0.8461538461538461,2,0.0,1,,0,0.0,1,,0,,0,0.8461538461538461,2,0.0,1,,0,0.0,1,,0,,0,1.0,1.0,0,0
2202,Liver,0,0,0,0,0,0,0,0,0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0
2225,Liver,24,24,0,0,0,0,0,21,-3,0.875,11983,659,3352,49542,0.8566322336201677,0.7492184569208771,0.947872172123914,0.781415063579536,11983,659,3352,49542,0.8566322336201677,0.7492184569208771,0.947872172123914,0.781415063579536,0,12642,0,52894,0.0,0.0,0.0,0.0,0,12642,0,52894,0.0,0.0,0.0,0.0,0,12642,0,52894,0.0,0.0,0.0,0.0,0,12642,0,52894,0.0,0.0,0.0,0.0,0,12642,0,52894,0.0,0.0,0.0,0.0,19,0,0,2,0.401298146649016,0.7622762961778847,0.4929263563344894,0.2153781273167873,0.49250281898981185,0.7916666666666666,5,,0,,0,,0,,0,,0,0.7916666666666666,5,,0,,0,,0,,0,,0,0.7916666666666666,5,,0,,0,,0,,0,,0,1.0,1.0,0,0
2229,Liver,13,0,13,1,12,0,0,13,0,1.0,4252,568,189,60527,0.9182593672379674,0.8488720303436836,0.8821576763467175,0.9574420175614559,0,4820,0,60716,0.0,0.0,0.0,0.0,4252,568,189,60527,0.9182593672379674,0.8488720303436836,0.8821576763467175,0.9574420175614559,101,4719,3,60713,0.04102355808277615,0.020941322828071863,0.020954356846429555,0.9711538460604661,4151,669,186,60530,0.9066288085607659,0.8292049540534774,0.861203319500288,0.9571132118954182,0,4820,0,60716,0.0,0.0,0.0,0.0,0,4820,0,60716,0.0,0.0,0.0,0.0,0,12,0,1,0.14153689047740614,0.9183993435779187,0.8058706790350083,0.1126810422596082,0.07425440883680291,,0,0.9230769230769231,1,1.0,0,0.9166666666666666,1,,0,,0,,0,0.9230769230769231,1,1.0,0,0.9166666666666666,1,,0,,0,,0,0.8461538461538461,2,0.0,1,0.9166666666666666,1,,0,,0,1.0,1.0833333333333333,0,1
2300,Ovarian,16,2,14,6,8,0,0,16,0,1.0,6334,608,1107,57487,0.8807620107064723,0.7869300534218078,0.9124171708428228,0.8512296734298465,2324,4618,245,58349,0.4886972978651154,0.3233616251560827,0.3347738403913357,0.9046321525850346,4010,2932,862,57732,0.6788555950561377,0.5138390568932422,0.5776433304514871,0.8230706075516768,1849,5093,280,58314,0.40767280343908313,0.25602326225386873,0.2663497551134164,0.8684828557967662,2161,4781,582,58012,0.44625709860563106,0.2872142477401818,0.3112935753380707,0.7878235508538541,0,6942,0,58594,0.0,0.0,0.0,0.0,0,6942,0,58594,0.0,0.0,0.0,0.0,2,13,0,1,0.2039887443383167,0.7933779831149517,0.7986620664207172,0.15769711466182204,0.2031385021095363,1.0,0,0.9285714285714286,1,1.0,0,0.875,1,,0,,0,1.0,0,0.9285714285714286,1,1.0,0,0.875,1,,0,,0,1.0,0,0.9285714285714286,1,1.0,0,0.875,1,,0,,0,1.0666666666666667,1.0666666666666667,1,1
2325,Pancreatic,29,8,21,1,20,0,0,29,0,1.0,12206,483,2766,50081,0.882542207439759,0.7897767712709222,0.9619355347143494,0.8152551429329312,4858,7831,858,51989,0.527900027166244,0.35860338082205756,0.3828512885173119,0.849895031489066,7348,5341,1908,50939,0.669674185463354,0.503391107761524,0.5790842461970375,0.793863439929998,0,12689,128,52719,0.0,0.0,0.0,0.0,7348,5341,1780,51067,0.6736031535038394,0.5078443569006097,0.5790842461970375,0.8049956178781715,0,12689,0,52847,0.0,0.0,0.0,0.0,0,12689,0,52847,0.0,0.0,0.0,0.0,8,19,0,2,0.393844935804896,0.7738622296775362,0.4981900557936664,0.2131820272651705,0.45213310284117414,1.0,0,0.9047619047619048,2,0.0,1,0.95,1,,0,,0,1.0,0,0.9047619047619048,2,0.0,1,0.95,1,,0,,0,1.0,0,0.9047619047619048,2,0.0,1,0.95,1,,0,,0,1.0,1.0,0,0
2375,Prostate,20,0,20,0,13,0,7,12,-8,0.6,4418,587,3853,56678,0.6655619162393299,0.4987581846912409,0.8827172827155191,0.5341554830122909,0,5005,0,60531,0.0,0.0,0.0,0.0,4418,587,3853,56678,0.6655619162393299,0.4987581846912409,0.8827172827155191,0.5341554830122909,0,5005,0,60531,0.0,0.0,0.0,0.0,1488,3517,2952,57579,0.3150873478027368,0.18700515269550458,0.2973026973021033,0.3351351351343803,0,5005,0,60531,0.0,0.0,0.0,0.0,2930,2075,901,59630,0.6631960162962164,0.49610565526499134,0.5854145854134157,0.7648133646547512,0,10,0,2,0.6814763470680874,0.7708546626547822,0.20073440081351016,0.1438617201078636,0.5519729610322384,,0,0.5,10,,0,0.38461538461538464,8,,0,0.7142857142857143,2,,0,0.5,10,,0,0.38461538461538464,8,,0,0.7142857142857143,2,,0,0.45,11,,0,0.3076923076923077,9,,0,0.7142857142857143,2,1.0,1.0,0,0
2380,Prostate,7,0,7,0,7,0,0,7,0,1.0,1153,750,87,63546,0.7336939230011655,0.5793969849217117,0.6058854440325493,0.9298387096699208,0,1903,0,63633,0.0,0.0,0.0,0.0,1153,750,87,63546,0.7336939230011655,0.5793969849217117,0.6058854440325493,0.9298387096699208,0,1903,0,63633,0.0,0.0,0.0,0.0,1153,750,87,63546,0.7336939230011655,0.5793969849217117,0.6058854440325493,0.9298387096699208,0,1903,0,63633,0.0,0.0,0.0,0.0,0,1903,0,63633,0.0,0.0,0.0,0.0,0,6,0,1,0.17939750862050874,0.8912624014342363,0.7603235088265028,0.11288687570352822,0.04102044183012845,,0,0.8571428571428571,1,,0,0.8571428571428571,1,,0,,0,,0,0.8571428571428571,1,,0,0.8571428571428571,1,,0,,0,,0,0.7142857142857143,2,,0,0.7142857142857143,2,,0,,0,1.0,1.1666666666666667,0,1
2391,Prostate,24,18,6,0,6,0,0,15,-9,0.625,8095,506,3494,53441,0.8018821198609203,0.6692848284409514,0.9411696314371105,0.6985072051076896,7071,1530,2303,54632,0.7867593880385052,0.6484776228900876,0.8221137077074501,0.7543204608483525,1024,7577,1191,55744,0.18934911242586042,0.10457516339858601,0.11905592372966042,0.4623024830678903,0,8601,0,56935,0.0,0.0,0.0,0.0,1024,7577,1191,55744,0.18934911242586042,0.10457516339858601,0.11905592372966042,0.4623024830678903,0,8601,0,56935,0.0,0.0,0.0,0.0,0,8601,0,56935,0.0,0.0,0.0,0.0,12,3,0,0,0.46960393533590816,0.8389588024195489,0.3877752457272088,0.15354359991273048,0.5162038276825864,0.6666666666666666,6,0.5,3,,0,0.5,3,,0,,0,0.6666666666666666,6,0.5,3,,0,0.5,3,,0,,0,0.6666666666666666,6,0.3333333333333333,4,,0,0.3333333333333333,4,,0,,0,1.1176470588235294,1.2666666666666666,2,4
2414,Skin,96,38,58,58,0,0,0,96,0,1.0,23806,2167,9035,30528,0.8095351446933028,0.6800159963434986,0.916567204404221,0.724886574708223,9155,16818,4175,35388,0.4658677454646043,0.30366856839581274,0.35248142301607344,0.6867966991742784,14664,11309,4862,34701,0.6445855952876669,0.47556348305481577,0.5645863011586784,0.7509986684416926,14664,11309,4862,34701,0.6445855952876669,0.47556348305481577,0.5645863011586784,0.7509986684416926,0,25973,0,39563,0.0,0.0,0.0,0.0,0,25973,0,39563,0.0,0.0,0.0,0.0,0,25973,0,39563,0.0,0.0,0.0,0.0,29,59,0,8,0.8079846550411118,0.636784033537218,0.11305256171404485,0.7226390878989726,1.374810726854446,0.7894736842105263,8,0.8793103448275862,7,0.8793103448275862,7,,0,,0,,0,0.7631578947368421,9,0.8793103448275862,7,0.8793103448275862,7,,0,,0,,0,0.6842105263157895,12,0.7068965517241379,17,0.7068965517241379,17,,0,,0,,0,1.1566265060240963,1.0434782608695652,13,4
2479,Stomach,40,26,14,12,1,1,0,36,-4,0.9,11433,411,3068,50624,0.8679445815141894,0.7666979613728764,0.9652988855108364,0.7884283842488183,8553,3291,2459,51233,0.7484249212457348,0.5979864364115234,0.7221377912861177,0.776698147474776,2880,8964,609,53083,0.3756603404419385,0.23126957359653796,0.24316109422471868,0.8254514187422601,2880,8964,451,53241,0.37957166392067243,0.2342415616102202,0.24316109422471868,0.864605223653964,0,11844,2,53690,0.0,0.0,0.0,0.0,0,11844,156,53536,0.0,0.0,0.0,0.0,0,11844,0,53692,0.0,0.0,0.0,0.0,22,12,0,2,0.49835620082232546,0.7642522798771061,0.3733538488631101,0.19268750395321174,0.49918018141591664,0.8461538461538461,4,0.8571428571428571,2,1.0,0,0.0,1,0.0,1,,0,0.8461538461538461,4,0.8571428571428571,2,1.0,0,0.0,1,0.0,1,,0,0.8076923076923077,5,0.8571428571428571,2,1.0,0,0.0,1,0.0,1,,0,1.0,1.0,0,0
2505,Stomach,32,18,14,8,5,1,0,27,-5,0.84375,13144,639,4499,47254,0.8365048049383197,0.71895853845273,0.953638540230027,0.7449980162099727,9425,4358,3115,48638,0.7161037875619359,0.5577583145931129,0.6838133933101038,0.7515948963311391,3719,10064,1384,50369,0.3938367044369407,0.2452034021228686,0.2698251469199232,0.7287869880448191,2381,11402,377,51376,0.28789069584650995,0.16814971751400554,0.17274903867070104,0.8633067440142738,1075,12708,948,50805,0.13602429457159557,0.0729753580883355,0.07799463106720017,0.5313890261960881,263,13520,59,51694,0.03729174051752053,0.019000144487777055,0.019081477182021998,0.8167701863100382,0,13783,0,51753,0.0,0.0,0.0,0.0,13,13,0,1,0.49110008966245833,0.7707301529328294,0.37985623642029,0.253161303660506,0.6749481300991026,0.7222222222222222,5,0.9285714285714286,1,1.0,0,0.8,1,1.0,0,,0,0.7222222222222222,5,0.9285714285714286,1,1.0,0,0.8,1,1.0,0,,0,0.6666666666666666,6,0.7857142857142857,3,1.0,0,0.4,3,1.0,0,,0,1.0,1.0,0,0
2525,Testis,90,9,81,81,0,0,0,84,-6,0.9333333333333333,16930,689,5460,42457,0.846309580344211,0.7335673122749107,0.9608944889034786,0.7561411344346779,1728,15891,1293,46624,0.16744186046503515,0.0913705583755862,0.09807594074573013,0.571996027803469,15202,2417,4167,43750,0.8219963231316044,0.6977875699987617,0.8628185481577485,0.7848624090036734,15202,2417,4167,43750,0.8219963231316044,0.6977875699987617,0.8628185481577485,0.7848624090036734,0,17619,0,47917,0.0,0.0,0.0,0.0,0,17619,0,47917,0.0,0.0,0.0,0.0,0,17619,0,47917,0.0,0.0,0.0,0.0,6,75,0,3,0.7694875265625557,0.7126858543973947,0.13749149206842748,0.3300566317700938,0.8919604622089352,0.6666666666666666,3,0.9259259259259259,6,0.9259259259259259,6,,0,,0,,0,0.6666666666666666,3,0.9259259259259259,6,0.9259259259259259,6,,0,,0,,0,0.6666666666666666,3,0.9135802469135802,7,0.9135802469135802,7,,0,,0,,0,1.0246913580246915,1.0121951219512195,2,1
2534,Testis,26,19,7,2,5,0,0,22,-4,0.8461538461538461,13028,2681,2299,47528,0.8395411779865835,0.7234562416699669,0.8293335030868741,0.8500032622164481,11029,4680,2050,47777,0.7662220369595782,0.6210372205638712,0.7020816092681252,0.8432601880871295,1999,13710,249,49578,0.22264298045318112,0.125266324100686,0.12725189381874896,0.8892348754408842,912,14797,23,49804,0.10958904109582457,0.05797101449271677,0.05805589152711308,0.9754010695082844,1087,14622,226,49601,0.12771707202436391,0.06821462190143193,0.06919600229163587,0.8278750951955227,0,15709,0,49827,0.0,0.0,0.0,0.0,0,15709,0,49827,0.0,0.0,0.0,0.0,14,6,0,2,0.22392135783893174,0.866380700247398,0.7028239524392099,0.4204294835948019,0.4150718596979739,0.7368421052631579,5,0.8571428571428571,1,1.0,0,0.8,1,,0,,0,0.6842105263157895,6,0.8571428571428571,1,1.0,0,0.8,1,,0,,0,0.6842105263157895,6,0.8571428571428571,1,1.0,0,0.8,1,,0,,0,1.0,1.05,0,1
2602,Colon,55,46,9,2,7,0,0,22,-33,0.4,11736,1945,12676,39179,0.6161762003516089,0.4452707060741187,0.8578320298217543,0.48074717352102214,10404,3277,10916,40939,0.5944973000769709,0.4229784120012916,0.7604707258235798,0.4879924953093396,1332,12349,1760,50095,0.15882668574485254,0.08626384301529287,0.09736130399817457,0.43078913324569607,532,13149,29,51826,0.07470860834147261,0.03880379285190459,0.038886046341613266,0.948306595348515,800,12881,1731,50124,0.0986923266715404,0.051907604464020304,0.0584752576565613,0.31608060055189224,0,13681,0,51855,0.0,0.0,0.0,0.0,0,13681,0,51855,0.0,0.0,0.0,0.0,17,5,0,0,0.8712481512468881,0.7931613003627289,0.07006245401325197,0.4482353699037076,1.817535388226921,0.3695652173913043,29,0.5555555555555556,4,1.0,0,0.42857142857142855,4,,0,,0,0.34782608695652173,30,0.5555555555555556,4,1.0,0,0.42857142857142855,4,,0,,0,0.30434782608695654,32,0.4444444444444444,5,1.0,0,0.2857142857142857,5,,0,,0,1.25,1.8181818181818181,8,11
2635,Colon,49,34,15,2,13,0,0,20,-29,0.40816326530612246,8509,649,9231,47147,0.6326864450886189,0.4627222796234364,0.9291329984702673,0.47965050732780173,7790,1368,7409,48969,0.6396518454651067,0.47021186696416356,0.8506224066380752,0.5125337193233025,719,8439,1822,54556,0.12291648858866319,0.06548269581050502,0.07851059183219206,0.28295946477653305,120,9038,130,56248,0.025510204081605536,0.012919896640812962,0.01310329766323094,0.4799999999808,599,8559,1692,54686,0.10463795964703936,0.055207373271838514,0.06540729416896111,0.2614578786544677,0,9158,0,56378,0.0,0.0,0.0,0.0,0,9158,0,56378,0.0,0.0,0.0,0.0,16,4,0,0,0.837262841813369,0.808947669863139,0.09046840857942665,0.19521155809631907,1.3011792270587508,0.47058823529411764,18,0.26666666666666666,11,0.5,1,0.23076923076923078,10,,0,,0,0.47058823529411764,18,0.26666666666666666,11,0.5,1,0.23076923076923078,10,,0,,0,0.4411764705882353,19,0.26666666666666666,11,0.5,1,0.23076923076923078,10,,0,,0,1.0,1.2,0,4
